PRN_NO,Name,hour_study,prev_midsemmarks,Prev_Sem_Marks,Attendance_%,Mobile_Screen_Time_hrs,Risk
2304837,Ishaan Chavan,3,6,50,53.4,11.3,1
2304838,Shreya Kulkarni,5,13,34,64.9,5.7,0
2304839,Riya Desai,6,7,67,65.4,10,0
2304840,Rohan Pawar,5,11,81,63,11,0
2304841,Kavya Shah,0,17,89,54.1,7.6,1
2304842,Diya Nair,4,13,22,37.5,3.9,1
2304843,Rohan Tiwari,7,0,57,59.3,8.3,1
2304844,Suresh Sharma,7,3,77,99,5.5,0
2304845,Kavya Singh,8,16,86,75.8,11.7,0
2304846,Rahul Gupta,3,17,64,60.8,9.8,0
2304847,Aisha Joshi,5,18,63,35.8,9.9,1
2304848,Aryan Pawar,6,3,27,44.9,7.3,1
2304849,Siddharth Joshi,4,5,85,70.2,0.6,0
2304850,Aarav Joshi,7,7,90,64.9,10.1,0
2304851,Raj Desai,2,14,80,31.3,0.8,1
2304852,Krishna Shah,7,19,36,36,1.9,1
2304853,Aditya Singh,4,0,90,54.9,10.1,1
2304854,Vihaan Mishra,0,4,55,39.9,3,1
2304855,Suresh More,5,15,87,97,10.2,0
2304856,Aryan Gupta,1,20,99,32.4,3.2,1
2304857,Rohan Chavan,6,5,40,98.2,9.4,1
2304858,Aarav Shah,8,20,65,76,6.7,0
2304859,Vivaan Joshi,2,9,65,58.5,8.2,1
2304860,Priya Mishra,3,9,35,67.8,10.1,0
2304861,Vivaan Joshi,3,4,41,58.7,11.8,1
2304862,Pooja Desai,3,7,25,70.1,1.5,1
2304863,Vivaan Joshi,2,0,75,40.6,8.4,1
2304864,Vihaan Desai,4,4,64,38.4,11.5,1
2304865,Siddharth Verma,8,0,77,67,4.8,0
2304866,Siddharth Chavan,7,6,47,35,4.3,1
2304867,Rohan Mishra,1,14,36,50.5,8.3,1
2304868,Arjun Pawar,8,13,55,94.9,5.1,0
2304869,Rahul Shah,1,8,31,91.3,3,1
2304870,Nikhil More,6,7,69,88.2,2.4,0
2304871,Rohan Rao,4,7,78,65.5,2.7,0
2304872,Ishaan Mishra,6,2,31,32,8.6,1
2304873,Arjun Verma,4,19,81,38.5,11.1,1
2304874,Krishna Desai,5,3,59,94.4,9.8,0
2304875,Vijay Rao,7,16,21,88.5,5.7,0
2304876,Siddharth Joshi,0,5,44,56.4,6.6,1
2304877,Deepak Joshi,0,1,93,81,7.6,1
2304878,Neha Rao,4,8,50,89.8,7.2,0
2304879,Priya Desai,0,13,66,73.4,11.6,0
2304880,Rohan Verma,2,0,79,89.7,10.7,1
2304881,Neha Singh,8,16,92,47.1,1,0
2304882,Raj Rao,6,10,60,62.3,10.1,0
2304883,Kavya Gupta,5,5,69,70.5,1.8,0
2304884,Siddharth Joshi,7,0,42,74.2,8.4,1
2304885,Krishna Sharma,7,18,31,99.1,3.8,0
2304886,Aarav More,5,15,90,89.2,9.4,0
2304887,Sai Jadhav,3,17,41,33.9,0.6,1
2304888,Aryan Desai,3,10,75,41.8,4.9,0
2304889,Aarav Sharma,3,8,35,76,0.7,0
2304890,Diya Gupta,5,20,77,46.8,11.5,1
2304891,Aisha Sharma,0,5,91,41.1,0.7,1
2304892,Aisha Patel,1,1,70,76.7,2.3,1
2304893,Shreya Mehta,5,7,25,67.5,6.7,1
2304894,Sneha Pawar,0,15,21,86.4,7.9,1
2304895,Suresh Tiwari,8,7,81,52.4,8.9,1
2304896,Siddharth Singh,5,7,61,53.1,3.3,1
2304897,Arjun Pawar,6,13,62,40.5,4,0
2304898,Amit Verma,0,0,71,75.7,3.3,1
2304899,Suresh Gupta,7,6,77,79.6,3.3,0
2304900,Vihaan Singh,4,1,39,39.7,9.5,1
2304901,Sai Kulkarni,4,14,75,47.8,11.4,1
2304902,Rahul Mishra,5,17,86,40.8,7.4,1
2304903,Amit Gupta,6,3,78,82.3,2.3,0
2304904,Suresh Joshi,6,17,67,44.6,1.3,0
2304905,Aisha Sharma,4,4,54,40.7,3.3,1
2304906,Sneha Singh,0,15,27,34.9,2.5,1
2304907,Kavya Tiwari,8,12,95,88.2,7.2,0
2304908,Riya Tiwari,5,8,51,38.7,8.5,1
2304909,Riya Kulkarni,8,4,64,32.1,0.6,1
2304910,Siddharth Kumar,3,7,86,34.5,5.6,1
2304911,Vijay Patel,1,17,46,55.7,7.7,1
2304912,Deepak More,2,2,22,71.8,2.7,1
2304913,Aarav Verma,3,5,76,57.9,10.9,1
2304914,Pooja Nair,7,10,84,61.9,6.8,0
2304915,Shreya Tiwari,2,13,39,94.4,4.5,1
2304916,Kavya Mishra,7,18,90,83.1,0.7,0
2304917,Aarav Gupta,5,6,60,53.9,6.1,1
2304918,Raj Mishra,3,9,20,40.8,4.4,1
2304919,Manish Tiwari,6,14,93,82.4,11.6,0
2304920,Vijay Patel,4,5,95,70.1,4.9,0
2304921,Pooja More,4,19,23,97.4,11.1,0
2304922,Kavya Patel,8,5,90,93.6,8.4,0
2304923,Riya Tiwari,2,15,29,69.5,1.4,1
2304924,Ananya Shah,3,8,48,34.9,11.2,1
2304925,Siddharth Desai,4,18,34,32.2,2.4,1
2304926,Kavya Kumar,0,17,38,88.6,5.7,1
2304927,Kavya Kulkarni,6,4,77,78.9,11.1,0
2304928,Priya Verma,7,15,72,69.2,10,0
2304929,Aryan Nair,5,6,65,78.2,6.1,0
2304930,Priya Rao,8,18,37,67.8,2.9,0
2304931,Vihaan Shah,2,4,22,70.5,6.4,1
2304932,Priya Mishra,1,19,89,45.8,6.8,1
2304933,Arjun Rao,4,10,41,61.9,12,0
2304934,Aarav Rao,8,17,74,30.8,10,1
2304935,Shreya Mehta,0,6,83,76.8,10.4,1
2304936,Vijay Pandey,0,17,60,53.3,11.8,1
2304937,Raj Kumar,2,2,27,75.9,6.5,1
2304938,Neha Chavan,2,4,84,94.9,7.2,1
2304939,Sai Rao,4,12,22,71.4,5.7,0
2304940,Amit Patel,3,15,48,53,1.9,1
2304941,Aryan Sharma,5,11,89,44.5,6.5,0
2304942,Nikhil Tiwari,7,6,37,47.6,7.2,1
2304943,Vihaan Shah,7,12,77,99.1,3.2,0
2304944,Sai Desai,3,0,20,73.1,9.5,1
2304945,Ananya Nair,0,14,41,60.8,1.9,1
2304946,Shreya Joshi,6,20,42,46.2,6.3,1
2304947,Rohan Desai,5,11,27,84.1,8.1,0
2304948,Vihaan Kulkarni,4,16,48,57.1,1.1,1
2304949,Aarav Mishra,3,19,63,51.1,9.7,1
2304950,Shreya Mehta,5,4,81,45.6,4,1
2304951,Raj Mehta,7,16,38,43,8.8,1
2304952,Suresh Mehta,5,14,78,49.1,1.7,0
2304953,Aryan Verma,2,19,99,73.9,7.6,0
2304954,Sai Pandey,8,18,38,46.8,6.9,1
2304955,Aditya Desai,2,0,41,34.2,2.2,1
2304956,Sai Patel,3,3,87,55.1,7.7,1
2304957,Vijay Desai,4,2,24,70.9,8.5,1
2304958,Pooja Mishra,1,7,24,34.2,6.2,1
2304959,Aisha Nair,1,8,44,61.7,7.2,1
2304960,Sai Pandey,5,11,43,33.7,10.7,1
2304961,Deepak Jadhav,1,4,20,83.8,8.5,1
2304962,Shreya Joshi,0,8,47,91,10.9,1
2304963,Pooja Jadhav,7,0,66,97.5,6.9,0
2304964,Shreya Kulkarni,0,10,79,78.4,2.5,0
2304965,Krishna Verma,5,6,38,74.2,3.3,1
2304966,Ishaan Kulkarni,0,19,33,78.6,2.5,1
2304967,Vivaan Desai,7,13,89,89.8,4.4,0
2304968,Raj Joshi,4,2,27,86.5,6,1
2304969,Sai Nair,2,10,56,60.7,3.4,0
2304970,Arjun Desai,4,16,91,75.6,6,0
2304971,Aarav Verma,0,17,29,41.3,4.7,1
2304972,Vijay Sharma,0,18,86,78.6,6.9,0
2304973,Neha Verma,3,17,32,81.2,5.4,0
2304974,Rahul Kulkarni,8,5,58,86.1,5.5,0
2304975,Siddharth Singh,8,14,83,87.2,6.1,0
2304976,Ananya Kulkarni,0,6,49,60.8,11.9,1
2304977,Shreya Sharma,2,4,23,93.2,6.9,1
2304978,Kunal Sharma,3,4,64,98.7,8.8,0
2304979,Vijay Tiwari,1,6,25,98.5,5.3,1
2304980,Vihaan Gupta,6,11,35,71,4.2,0
2304981,Priya Mishra,2,7,41,69.2,11,1
2304982,Riya Mishra,0,17,40,62,9,1
2304983,Vijay Verma,0,17,84,51,7.2,1
2304984,Riya Rao,2,16,49,53.4,4.4,1
2304985,Sneha Sharma,5,10,43,45.1,3.5,1
2304986,Kavya Desai,3,14,83,96.9,3.4,0
2304987,Neha Patel,0,19,32,73.4,6.3,1
2304988,Priya Gupta,6,5,45,95.4,10.6,1
2304989,Kavya Joshi,1,11,39,57.1,10.6,1
2304990,Aryan Desai,4,6,80,50.9,9.1,1
2304991,Aditya Kulkarni,7,7,25,39.3,6.7,1
2304992,Aryan Nair,6,3,62,51,3.2,1
2304993,Sneha Shah,7,2,68,92.3,6,0
2304994,Pooja Nair,5,2,28,70.8,8.5,1
2304995,Kunal Nair,6,9,56,61.7,7.3,0
2304996,Raj More,8,14,35,69.8,6.4,0
2304997,Aarav Nair,5,12,23,92.5,5.4,0
2304998,Vivaan Pawar,8,18,51,43.5,9.2,1
2304999,Kunal Joshi,1,7,36,97.6,10.2,1
2305000,Rohan Kulkarni,1,17,60,76.6,8.8,0
2305001,Manish Mehta,1,4,64,89.9,11.3,1
2305002,Amit Verma,5,20,35,66.8,9.5,0
2305003,Sneha Pawar,1,6,39,46.6,5.7,1
2305004,Aarav Mehta,2,4,61,69.7,7.6,1
2305005,Aisha More,7,18,29,34.8,6.3,1
2305006,Vihaan Kumar,7,16,71,89.7,6.8,0
2305007,Diya Singh,3,18,79,75.5,10.8,0
2305008,Krishna Mehta,8,3,67,49.8,4,1
2305009,Amit Jadhav,7,6,42,49.2,0.7,1
2305010,Ananya Nair,0,5,52,93.2,8.5,1
2305011,Priya Joshi,7,13,96,88.9,2.6,0
2305012,Krishna Rao,0,18,44,83.4,2.3,1
2305013,Neha Chavan,3,19,69,59,11.9,1
2305014,Kunal Pandey,5,10,89,91.1,3.6,0
2305015,Rohan Chavan,6,6,98,47.3,2.8,1
2305016,Arjun Chavan,3,2,74,31.7,2.7,1
2305017,Aarav More,7,19,87,60.3,5.2,0
2305018,Arjun Joshi,7,16,97,94.4,5.2,0
2305019,Neha Gupta,8,10,23,70,7.8,0
2305020,Siddharth Pawar,5,14,47,46.1,1.7,1
2305021,Raj Kumar,3,6,48,75.6,7.8,1
2305022,Siddharth Sharma,1,14,67,82.1,5.7,0
2305023,Vivaan Pandey,6,16,91,68.5,2.9,0
2305024,Aisha Jadhav,2,10,32,89,9.4,1
2305025,Priya Nair,2,11,62,71.5,6,0
2305026,Vijay Singh,2,12,28,36.7,8.7,1
2305027,Arjun Singh,3,10,59,86.7,11.1,0
2305028,Diya Mishra,1,10,65,40.2,4.6,1
2305029,Shreya Verma,4,8,77,91.8,10.8,0
2305030,Riya Sharma,2,10,75,66.5,2.8,0
2305031,Raj More,4,3,31,81.2,3.1,1
2305032,Krishna Patel,6,1,44,98,8.1,1
2305033,Deepak Joshi,8,3,35,60.2,1.7,1
2305034,Siddharth Nair,1,13,70,62.2,5.7,0
2305035,Aarav Nair,8,4,99,87.8,3,0
2305036,Rahul Mehta,5,16,91,37.7,7.1,1
2305037,Nikhil Pandey,5,11,72,31.9,9.8,1
2305038,Pooja Patel,2,5,71,72.3,1,1
2305039,Deepak Gupta,8,11,86,41.7,5.3,0
2305040,Krishna Mehta,3,14,43,47.9,8.9,1
2305041,Suresh Joshi,4,18,33,98.3,4.4,0
2305042,Vijay Shah,2,9,41,75.7,1,1
2305043,Deepak Mehta,4,1,50,89.9,7.3,0
2305044,Sai Verma,7,11,77,92.8,1.9,0
2305045,Krishna Pawar,7,11,88,38.5,4.8,0
2305046,Aarav More,7,6,38,94.9,11.9,1
2305047,Nikhil Rao,5,0,72,90.7,5.1,0
2305048,Arjun Verma,0,17,21,33.2,10.2,1
2305049,Krishna Tiwari,5,2,72,98.4,10.4,0
2305050,Vihaan Singh,6,19,86,62.1,3.5,0
2305051,Rahul Pandey,8,4,66,98.2,7.3,0
2305052,Ishaan Singh,7,19,72,87.7,11.4,0
2305053,Riya Singh,7,14,76,60.8,7.5,0
2305054,Kunal Chavan,6,9,44,65.8,9.9,0
2305055,Amit Shah,1,18,54,49.3,5.8,1
2305056,Riya More,0,0,48,64.1,8.8,1
2305057,Ishaan Rao,1,6,95,37.5,0.8,1
2305058,Aryan Gupta,5,17,36,93.6,9.6,0
2305059,Siddharth Jadhav,1,1,99,79.9,8.2,1
2305060,Aryan Nair,3,18,68,86.4,4.6,0
2305061,Rohan Jadhav,2,9,75,67.2,5.3,0
2305062,Aarav Joshi,5,14,92,38.8,4.3,0
2305063,Rahul Sharma,7,9,22,67.6,6.5,0
2305064,Pooja Singh,5,9,41,53,1.7,1
2305065,Nikhil Kulkarni,1,11,33,30.7,10.2,1
2305066,Aryan Mehta,4,7,22,73.1,6,1
2305067,Vivaan Tiwari,5,13,57,89.8,1,0
2305068,Riya Sharma,8,1,40,79.7,6.9,1
2305069,Vivaan Joshi,5,16,70,45.6,11.2,1
2305070,Siddharth Nair,4,5,43,87.3,1.5,1
2305071,Amit Kulkarni,0,7,64,51.7,1.9,1
2305072,Aarav Mishra,4,0,88,45.3,5,1
2305073,Aarav Gupta,4,2,63,97.3,9,0
2305074,Riya Pandey,5,14,66,31.2,7.5,1
2305075,Kavya Chavan,6,16,76,41.7,5.8,0
2305076,Diya Desai,3,6,38,62.7,11.9,1
2305077,Kavya Pawar,6,13,53,41.7,2.6,0
2305078,Vivaan Mishra,4,2,22,41.7,10,1
2305079,Sneha Desai,5,17,58,74.4,1.9,0
2305080,Nikhil Nair,3,4,94,87.3,2.6,0
2305081,Aditya Pawar,7,19,79,76.3,3.9,0
2305082,Pooja Mehta,8,14,29,37.1,10.5,1
2305083,Aryan Kumar,1,5,59,92.7,5.6,1
2305084,Rahul Mishra,3,2,21,94.6,5.1,1
2305085,Manish Jadhav,7,17,64,49.7,6.1,0
2305086,Arjun Rao,7,19,46,68.7,7.8,0
2305087,Kunal Pawar,8,2,72,64,5.4,0
2305088,Priya Kulkarni,2,7,28,76.8,11.6,1
2305089,Riya Mehta,0,18,20,98.5,2.1,1
2305090,Vivaan Gupta,8,17,52,99,6,0
2305091,Aarav Singh,0,14,57,65.6,5.3,0
2305092,Vihaan Patel,2,13,76,36.4,8.5,1
2305093,Krishna Shah,2,15,52,53.4,11.6,1
2305094,Aryan Verma,8,2,67,58.9,3.8,1
2305095,Priya Nair,0,14,22,67.4,11.5,1
2305096,Kunal Rao,6,18,51,97.2,10,0
2305097,Shreya Verma,1,7,96,48.4,9.8,1
2305098,Kunal Verma,6,1,40,67.6,1.3,1
2305099,Aryan Chavan,0,16,87,50.4,11.3,1
2305100,Ananya Sharma,7,11,36,94.4,10.1,0
2305101,Rahul Kumar,1,18,61,99.3,8.4,0
2305102,Riya Jadhav,2,10,87,91,2,0
2305103,Diya Pandey,7,17,31,53.7,5.3,1
2305104,Rahul Shah,2,12,64,49.5,10.2,1
2305105,Ishaan Nair,0,13,55,60.2,5.5,0
2305106,Sneha Gupta,8,11,99,82.3,5.5,0
2305107,Shreya More,7,14,70,30.7,3.6,0
2305108,Pooja Rao,3,20,26,99.7,1.1,0
2305109,Manish Desai,7,7,52,91.8,6.4,0
2305110,Rahul Desai,4,1,67,31.7,9.4,1
2305111,Aisha Kulkarni,2,7,85,56.7,2.2,1
2305112,Rahul Jadhav,0,4,52,78.1,10.8,1
2305113,Deepak Jadhav,4,1,97,46.9,6.9,1
2305114,Aryan Verma,5,9,46,40,9.8,1
2305115,Raj Mehta,3,9,66,74.1,8.2,0
2305116,Sneha More,6,3,85,93.2,2.1,0
2305117,Aryan Singh,2,3,62,96.9,10.9,1
2305118,Siddharth Rao,6,7,99,30.7,8.8,1
2305119,Sneha Singh,0,5,38,91.2,0.9,1
2305120,Raj Pandey,6,14,87,69.3,7.2,0
2305121,Riya Joshi,0,17,29,46.6,6,1
2305122,Kavya More,0,20,41,73.2,10.4,1
2305123,Siddharth More,1,7,95,99.7,1.9,1
2305124,Kavya Rao,1,19,85,49.3,7.3,1
2305125,Siddharth Desai,3,6,21,49.4,4.1,1
2305126,Riya Kumar,0,19,37,78.9,3.3,1
2305127,Priya Joshi,3,16,99,33,0.8,0
2305128,Raj More,1,18,38,87.4,4.3,1
2305129,Raj Nair,3,1,49,75.7,5.1,1
2305130,Krishna Singh,3,11,25,88.9,5.6,0
2305131,Suresh Pandey,8,18,46,46.2,8.9,1
2305132,Diya Verma,8,4,34,89.3,5.1,1
2305133,Vivaan Chavan,0,11,50,61.4,2.7,0
2305134,Krishna Mishra,4,16,63,39.3,5.1,0
2305135,Aditya Mehta,6,4,95,93.1,1.3,0
2305136,Diya Verma,3,1,29,79.4,11.7,1
2305137,Ishaan Mehta,4,3,40,41.8,1.3,1
2305138,Riya Verma,1,5,66,47.3,2.8,1
2305139,Sai Kumar,2,8,74,48.8,5.4,1
2305140,Raj Gupta,6,9,55,97.4,11.2,0
2305141,Krishna Sharma,6,10,93,92,2.6,0
2305142,Krishna Nair,3,1,77,54.2,5.1,1
2305143,Suresh Singh,0,20,38,62.7,11.9,1
2305144,Aditya Nair,0,8,83,50,7.4,1
2305145,Pooja Desai,3,19,29,82,7.6,0
2305146,Sneha Rao,3,16,68,41.3,11.7,1
2305147,Ananya Mishra,5,8,73,53.7,6.3,0
2305148,Kavya Chavan,6,7,80,72.4,0.5,0
2305149,Aditya Verma,8,4,78,91.4,0.9,0
2305150,Priya Mehta,8,4,21,74.5,8.3,1
2305151,Aditya Jadhav,4,5,94,95.8,2.9,0
2305152,Aisha Pandey,2,15,27,95.2,6,1
2305153,Sneha Verma,2,0,38,80.3,6.8,1
2305154,Kavya Kumar,5,8,99,49.5,8.2,1
2305155,Aryan Jadhav,0,20,87,77.8,1.5,0
2305156,Kunal More,6,6,33,43.5,9.2,1
2305157,Ishaan Kumar,2,10,41,53.3,11.1,1
2305158,Aditya Patel,4,14,36,83.1,3.4,0
2305159,Ananya Pawar,6,4,82,89.5,4.9,0
2305160,Vihaan Pawar,6,18,45,59.2,9.1,1
2305161,Sneha More,8,5,55,66.6,3.4,0
2305162,Krishna Shah,0,13,64,57,6.7,1
2305163,Arjun Desai,2,19,49,63.6,8.1,1
2305164,Aisha Patel,8,13,40,65.9,10.6,0
2305165,Rahul Pandey,7,10,39,78.4,4.5,0
2305166,Sneha Desai,1,3,61,82.5,6.2,1
2305167,Aisha Kumar,7,9,75,98.3,2.6,0
2305168,Vihaan Shah,7,1,31,60.6,4,1
2305169,Ishaan Rao,1,3,27,35.8,1.6,1
2305170,Pooja Shah,7,19,82,78.2,2.8,0
2305171,Riya Chavan,2,9,75,64.9,4.5,0
2305172,Manish Kulkarni,6,0,26,88.9,5.4,1
2305173,Aisha Singh,8,13,81,40.3,8.6,1
2305174,Priya Mishra,3,17,80,75.1,5.8,0
2305175,Siddharth Mehta,5,11,29,62.1,1.1,0
2305176,Vihaan Shah,8,18,69,59.4,9.2,1
2305177,Krishna Mishra,4,11,39,69.5,6.6,0
2305178,Riya Rao,0,4,47,77.9,11.3,1
2305179,Aryan Mishra,2,3,33,89.6,7.8,1
2305180,Rohan More,8,12,95,46.5,6.6,0
2305181,Vijay More,2,17,27,50.5,3.9,1
2305182,Kavya Mishra,1,11,26,68.4,3.2,1
2305183,Diya Verma,3,15,24,54.3,3.1,1
2305184,Aryan Mishra,4,5,20,69.8,5.2,1
2305185,Raj Mehta,6,6,92,44,2.5,1
2305186,Aarav Tiwari,6,8,29,51.5,10.2,1
2305187,Siddharth Chavan,8,9,77,52.7,9.8,1
2305188,Aisha Pandey,7,4,84,99.5,8.9,0
2305189,Aarav Pawar,1,20,79,89.8,1.1,0
2305190,Vijay Mishra,7,3,39,88.6,1.3,1
2305191,Kunal Pandey,7,10,77,65.9,7.8,0
2305192,Riya Chavan,4,18,62,62.7,9.1,0
2305193,Vivaan Pawar,2,6,48,34.9,0.8,1
2305194,Priya Kumar,8,12,21,43.8,3.8,1
2305195,Aisha Patel,6,12,45,92.7,2.1,0
2305196,Siddharth Shah,0,20,94,66.8,3.2,0
2305197,Aisha Chavan,7,17,78,99.1,6.5,0
2305198,Sneha Chavan,4,8,20,71.4,1.8,0
2305199,Manish Pawar,5,12,50,56.4,3.1,0
2305200,Kunal Desai,8,12,57,49.2,7,0
2305201,Kavya More,7,4,41,94.3,6.3,1
2305202,Amit Sharma,2,11,85,56,10.4,1
2305203,Kunal Shah,4,0,66,40.2,2.2,1
2305204,Pooja Jadhav,3,17,20,49.5,4.8,1
2305205,Nikhil Tiwari,0,20,69,75.2,11.1,0
2305206,Kunal Sharma,4,20,55,39.3,9.7,1
2305207,Diya Pandey,6,16,64,36.4,7.4,1
2305208,Rohan Pandey,0,9,55,62,9.3,0
2305209,Aisha Nair,3,8,53,35.9,5.7,0
2305210,Sneha Rao,5,19,28,57.5,11,1
2305211,Sneha Shah,8,7,95,52.6,7.4,1
2305212,Priya Kulkarni,7,14,23,57.4,8.5,1
2305213,Amit More,1,12,98,64.1,8,0
2305214,Vivaan Kulkarni,2,20,82,43,8.2,1
2305215,Aarav Kumar,4,16,23,61,7.9,0
2305216,Deepak Tiwari,6,8,24,55.3,1.3,1
2305217,Krishna Verma,2,20,29,85.7,7.4,1
2305218,Deepak Gupta,6,10,63,78.6,9.5,0
2305219,Suresh Kumar,4,3,59,91.1,0.5,0
2305220,Riya Chavan,5,6,55,76.8,10.8,0
2305221,Diya Kulkarni,5,19,54,38.5,11.5,1
2305222,Siddharth Pandey,3,2,78,65.5,2,0
2305223,Aarav Patel,7,9,84,82,6.7,0
2305224,Sai Tiwari,8,2,50,88.9,1.8,0
2305225,Vihaan Jadhav,1,0,65,42.7,3.8,1
2305226,Pooja Mehta,8,13,68,45.6,7.6,1
2305227,Shreya Patel,3,12,25,90.4,4,0
2305228,Aryan Pawar,5,4,89,64,4.7,0
2305229,Rohan Pandey,6,7,38,61.7,9.1,1
2305230,Aarav Desai,3,11,61,64.6,7.1,0
2305231,Kavya Gupta,7,5,49,42.1,6.5,1
2305232,Rohan More,7,1,45,73.9,4.2,1
2305233,Deepak Pandey,0,3,22,86.6,8.6,1
2305234,Aditya Pandey,7,4,52,88.6,5.4,0
2305235,Arjun Shah,2,10,69,32.1,10.8,1
2305236,Kunal Kulkarni,4,12,50,80.1,7.4,0
2305237,Arjun Patel,7,7,87,36.4,6.7,1
2305238,Krishna Mehta,5,20,29,97.7,9.7,0
2305239,Rohan Verma,3,4,41,63.8,6.1,1
2305240,Suresh Chavan,3,5,82,84.3,3.7,0
2305241,Krishna Mishra,3,14,73,73.5,2.3,0
2305242,Nikhil More,5,15,70,96.6,7,0
2305243,Aisha Pawar,6,10,100,98.2,5.4,0
2305244,Sai Singh,4,6,23,49.5,5.1,1
2305245,Aarav Jadhav,7,5,56,63.8,4.5,0
2305246,Neha Mehta,6,11,90,65.3,8.2,0
2305247,Diya Kumar,7,3,82,42.4,6.5,1
2305248,Suresh Mishra,3,13,70,93.3,6.7,0
2305249,Pooja Desai,7,10,27,54.5,4,1
2305250,Ananya Tiwari,5,11,20,36.1,7.6,1
2305251,Vihaan Sharma,2,1,27,40.8,5.1,1
2305252,Vijay Singh,7,10,100,65.9,9.3,0
2305253,Neha Mehta,6,12,74,91.7,6.6,0
2305254,Aryan Singh,4,10,28,74,3.8,0
2305255,Aisha Mehta,3,8,70,45,2.2,0
2305256,Diya Shah,0,20,35,50.8,8.5,1
2305257,Priya Shah,2,15,72,98.3,4.8,0
2305258,Kunal Jadhav,1,4,78,33.7,1.3,1
2305259,Kunal Shah,7,11,64,99.6,11,0
2305260,Riya Gupta,7,2,56,93.4,4.9,0
2305261,Aisha Shah,4,15,85,77.5,9.1,0
2305262,Rahul Desai,4,18,83,96,5.8,0
2305263,Krishna Jadhav,3,16,55,40.7,10.7,1
2305264,Kunal Patel,0,10,95,96,0.8,0
2305265,Aisha Pawar,0,20,69,44.9,3.5,1
2305266,Sneha Sharma,5,18,72,68.2,6.8,0
2305267,Kavya Kumar,3,17,76,64.2,4.2,0
2305268,Arjun Gupta,3,8,38,65.9,9,0
2305269,Krishna Patel,2,12,45,48.7,8.4,1
2305270,Neha Mehta,8,5,87,84.6,0.8,0
2305271,Amit Jadhav,2,2,62,82,7.4,1
2305272,Riya Sharma,7,11,77,96.8,10.1,0
2305273,Vivaan Tiwari,1,8,96,65.5,4.1,0
2305274,Sneha Sharma,3,8,78,68.4,2.1,0
2305275,Raj Chavan,0,14,65,93.2,9,0
2305276,Pooja Pandey,4,0,87,94.4,10.9,0
2305277,Ananya Chavan,1,17,59,75.5,8.1,0
2305278,Sneha Pandey,0,14,32,87.4,10.2,1
2305279,Suresh Pandey,0,7,28,65.4,12,1
2305280,Neha Kumar,1,10,85,57.2,6.2,1
2305281,Vivaan Verma,4,16,72,90.5,11.3,0
2305282,Manish Nair,8,13,95,84.4,4.5,0
2305283,Aditya Pawar,5,18,100,47,9.1,1
2305284,Ishaan Singh,3,4,23,33.3,10.9,1
2305285,Sneha Nair,2,1,33,69.6,6.5,1
2305286,Siddharth Sharma,7,14,27,88.9,7.7,0
2305287,Vihaan Sharma,2,18,81,47.3,11.7,1
2305288,Kavya Pawar,0,15,64,83.7,3.4,0
2305289,Rohan Kulkarni,3,12,86,59,4.6,0
2305290,Pooja Mishra,4,6,81,53.5,9.4,1
2305291,Nikhil Verma,4,16,97,42.1,4.4,0
2305292,Nikhil More,4,18,89,95.4,6.3,0
2305293,Vijay Mishra,7,6,55,45.8,1.1,1
2305294,Vijay Desai,7,11,20,49.5,7,1
2305295,Manish Pandey,3,12,79,53.2,7.7,1
2305296,Aryan Mehta,8,12,93,49.9,1.4,0
2305297,Manish Mehta,0,13,32,41.4,3.3,1
2305298,Aisha Sharma,4,14,31,54.8,5.5,1
2305299,Kavya Shah,4,1,94,63,9.5,0
2305300,Aryan Gupta,4,5,36,68.6,0.7,1
2305301,Kunal Jadhav,7,8,66,41,4.3,0
2305302,Pooja Rao,8,14,72,84.6,0.6,0
2305303,Rohan Pawar,2,19,86,51.8,6.5,1
2305304,Sai Kumar,8,15,29,94.3,6.2,0
2305305,Ananya Tiwari,7,1,65,53.1,9.2,1
2305306,Ananya Nair,2,2,23,90.4,0.5,1
2305307,Amit Kulkarni,1,19,76,54.7,9.2,1
2305308,Pooja Joshi,3,20,57,65.4,10.7,0
2305309,Raj Mehta,1,7,31,56.1,4.2,1
2305310,Aryan Nair,3,7,50,57.1,4.3,1
2305311,Riya Joshi,4,20,21,73.3,0.5,0
2305312,Nikhil Gupta,1,6,20,78.5,5.4,1
2305313,Suresh Patel,7,10,100,90.9,7.5,0
2305314,Shreya Desai,0,12,44,69.8,1.9,1
2305315,Pooja Kulkarni,2,7,24,45.2,8.1,1
2305316,Arjun Shah,6,8,67,99.3,4.7,0
2305317,Vihaan Pandey,0,15,33,77.9,8.2,1
2305318,Krishna Joshi,1,4,71,56.2,3.4,1
2305319,Aryan Mishra,2,13,93,97.8,9.4,0
2305320,Siddharth Kumar,1,0,40,97.1,6.8,1
2305321,Ananya More,1,18,44,35.6,6.6,1
2305322,Raj Sharma,5,16,86,31.4,6.1,0
2305323,Riya Pawar,6,13,69,33.1,10.2,1
2305324,Deepak Jadhav,5,12,52,78,6.9,0
2305325,Priya Jadhav,5,7,36,79.8,2.3,1
2305326,Rohan Jadhav,8,2,89,80.7,7.7,0
2305327,Raj Kumar,7,0,53,74.1,6.4,0
2305328,Sai Joshi,7,18,45,50,1.3,1
2305329,Suresh Nair,5,14,61,41.7,7.2,1
2305330,Priya Mishra,4,20,50,95,1.4,0
